2023-08-14 10:37:10,697 INFO    StreamThr :59395 [internal.py:wandb_internal():86] W&B internal server running at pid: 59395, started at: 2023-08-14 10:37:10.697157
2023-08-14 10:37:10,698 DEBUG   HandlerThread:59395 [handler.py:handle_request():144] handle_request: status
2023-08-14 10:37:10,704 INFO    WriterThread:59395 [datastore.py:open_for_write():85] open: /home/ubuntu/ai_dev/NST/text2svg/Font-To-Sketch/wandb/run-20230814_103710-p16l28jw/run-p16l28jw.wandb
2023-08-14 10:37:10,704 DEBUG   SenderThread:59395 [sender.py:send():379] send: header
2023-08-14 10:37:10,716 DEBUG   SenderThread:59395 [sender.py:send():379] send: run
2023-08-14 10:37:10,923 INFO    SenderThread:59395 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/ai_dev/NST/text2svg/Font-To-Sketch/wandb/run-20230814_103710-p16l28jw/files
2023-08-14 10:37:10,923 INFO    SenderThread:59395 [sender.py:_start_run_threads():1121] run started: p16l28jw with start time 1692009430.697165
2023-08-14 10:37:10,928 DEBUG   SenderThread:59395 [sender.py:send_request():406] send_request: summary_record
2023-08-14 10:37:10,928 INFO    SenderThread:59395 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-14 10:37:10,936 DEBUG   HandlerThread:59395 [handler.py:handle_request():144] handle_request: check_version
2023-08-14 10:37:10,936 DEBUG   SenderThread:59395 [sender.py:send_request():406] send_request: check_version
2023-08-14 10:37:10,961 DEBUG   HandlerThread:59395 [handler.py:handle_request():144] handle_request: run_start
2023-08-14 10:37:10,965 DEBUG   HandlerThread:59395 [system_info.py:__init__():31] System info init
2023-08-14 10:37:10,965 DEBUG   HandlerThread:59395 [system_info.py:__init__():46] System info init done
2023-08-14 10:37:10,965 INFO    HandlerThread:59395 [system_monitor.py:start():181] Starting system monitor
2023-08-14 10:37:10,966 INFO    SystemMonitor:59395 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-14 10:37:10,966 INFO    HandlerThread:59395 [system_monitor.py:probe():201] Collecting system info
2023-08-14 10:37:10,966 INFO    SystemMonitor:59395 [interfaces.py:start():190] Started cpu monitoring
2023-08-14 10:37:10,967 INFO    SystemMonitor:59395 [interfaces.py:start():190] Started disk monitoring
2023-08-14 10:37:10,967 INFO    SystemMonitor:59395 [interfaces.py:start():190] Started gpu monitoring
2023-08-14 10:37:10,968 INFO    SystemMonitor:59395 [interfaces.py:start():190] Started memory monitoring
2023-08-14 10:37:10,968 INFO    SystemMonitor:59395 [interfaces.py:start():190] Started network monitoring
2023-08-14 10:37:10,991 DEBUG   HandlerThread:59395 [system_info.py:probe():195] Probing system
