2023-08-14 10:36:52,440 INFO    StreamThr :59241 [internal.py:wandb_internal():86] W&B internal server running at pid: 59241, started at: 2023-08-14 10:36:52.439834
2023-08-14 10:36:52,441 DEBUG   HandlerThread:59241 [handler.py:handle_request():144] handle_request: status
2023-08-14 10:36:52,447 INFO    WriterThread:59241 [datastore.py:open_for_write():85] open: /home/ubuntu/ai_dev/NST/text2svg/Font-To-Sketch/wandb/run-20230814_103652-7nk1smym/run-7nk1smym.wandb
2023-08-14 10:36:52,447 DEBUG   SenderThread:59241 [sender.py:send():379] send: header
2023-08-14 10:36:52,459 DEBUG   SenderThread:59241 [sender.py:send():379] send: run
2023-08-14 10:36:52,680 INFO    SenderThread:59241 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/ai_dev/NST/text2svg/Font-To-Sketch/wandb/run-20230814_103652-7nk1smym/files
2023-08-14 10:36:52,681 INFO    SenderThread:59241 [sender.py:_start_run_threads():1121] run started: 7nk1smym with start time 1692009412.439867
2023-08-14 10:36:52,685 DEBUG   SenderThread:59241 [sender.py:send_request():406] send_request: summary_record
2023-08-14 10:36:52,685 INFO    SenderThread:59241 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-14 10:36:52,693 DEBUG   HandlerThread:59241 [handler.py:handle_request():144] handle_request: check_version
2023-08-14 10:36:52,693 DEBUG   SenderThread:59241 [sender.py:send_request():406] send_request: check_version
2023-08-14 10:36:52,720 DEBUG   HandlerThread:59241 [handler.py:handle_request():144] handle_request: run_start
2023-08-14 10:36:52,724 DEBUG   HandlerThread:59241 [system_info.py:__init__():31] System info init
2023-08-14 10:36:52,724 DEBUG   HandlerThread:59241 [system_info.py:__init__():46] System info init done
2023-08-14 10:36:52,724 INFO    HandlerThread:59241 [system_monitor.py:start():181] Starting system monitor
2023-08-14 10:36:52,724 INFO    SystemMonitor:59241 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-14 10:36:52,724 INFO    HandlerThread:59241 [system_monitor.py:probe():201] Collecting system info
2023-08-14 10:36:52,725 INFO    SystemMonitor:59241 [interfaces.py:start():190] Started cpu monitoring
2023-08-14 10:36:52,725 INFO    SystemMonitor:59241 [interfaces.py:start():190] Started disk monitoring
2023-08-14 10:36:52,725 INFO    SystemMonitor:59241 [interfaces.py:start():190] Started gpu monitoring
2023-08-14 10:36:52,726 INFO    SystemMonitor:59241 [interfaces.py:start():190] Started memory monitoring
2023-08-14 10:36:52,726 INFO    SystemMonitor:59241 [interfaces.py:start():190] Started network monitoring
2023-08-14 10:36:52,751 DEBUG   HandlerThread:59241 [system_info.py:probe():195] Probing system
2023-08-14 10:36:52,755 DEBUG   HandlerThread:59241 [system_info.py:_probe_git():180] Probing git
2023-08-14 10:36:52,762 DEBUG   HandlerThread:59241 [system_info.py:_probe_git():188] Probing git done
2023-08-14 10:36:52,762 DEBUG   HandlerThread:59241 [system_info.py:probe():240] Probing system done
2023-08-14 10:36:52,762 DEBUG   HandlerThread:59241 [system_monitor.py:probe():210] {'os': 'Linux-5.13.0-1031-aws-x86_64-with-glibc2.10', 'python': '3.8.5', 'heartbeatAt': '2023-08-14T10:36:52.751563', 'startedAt': '2023-08-14T10:36:52.435622', 'docker': None, 'cuda': None, 'args': ('--experiment', 'default', '--script', 'arabic', '--font', '/home/ubuntu/ai_dev/NST/text2svg/Font-To-Sketch/code/data/fonts/arabic/16.ttf', '--semantic_concept', 'music', '--optimized_letter', 'موسيقى', '--word', 'موسيقى', '--seed', '42'), 'state': 'running', 'program': 'code/main.py', 'codePath': 'code/main.py', 'git': {'remote': 'https://github.com/BKHMSI/Font-To-Sketch', 'commit': '48068cb33ebf3b739a87d362039cefe2a60eb2c5'}, 'email': None, 'root': '/home/ubuntu/ai_dev/NST/text2svg/Font-To-Sketch', 'host': 'ip-172-31-68-235', 'username': 'root', 'executable': '/home/ubuntu/.conda/envs/ldm/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2781.807, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2654.47, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}, {'current': 2799.998, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 290.5798759460449, 'used': 235.9591407775879}, 'gpu': 'NVIDIA A10G', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA A10G', 'memory_total': 24146608128}], 'memory': {'total': 31.008197784423828}}
2023-08-14 10:36:52,762 INFO    HandlerThread:59241 [system_monitor.py:probe():211] Finished collecting system info
2023-08-14 10:36:52,762 INFO    HandlerThread:59241 [system_monitor.py:probe():214] Publishing system info
2023-08-14 10:36:52,762 DEBUG   HandlerThread:59241 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-14 10:36:52,762 DEBUG   HandlerThread:59241 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-14 10:36:52,762 DEBUG   HandlerThread:59241 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-08-14 10:36:53,274 DEBUG   HandlerThread:59241 [system_info.py:_save_conda():86] Saving conda packages done
2023-08-14 10:36:53,274 INFO    HandlerThread:59241 [system_monitor.py:probe():216] Finished publishing system info
2023-08-14 10:36:53,277 DEBUG   SenderThread:59241 [sender.py:send():379] send: files
2023-08-14 10:36:53,277 INFO    SenderThread:59241 [sender.py:_save_file():1375] saving file wandb-metadata.json with policy now
2023-08-14 10:36:53,282 DEBUG   SenderThread:59241 [sender.py:send():379] send: telemetry
2023-08-14 10:36:53,283 DEBUG   HandlerThread:59241 [handler.py:handle_request():144] handle_request: stop_status
2023-08-14 10:36:53,283 DEBUG   SenderThread:59241 [sender.py:send_request():406] send_request: stop_status
2023-08-14 10:36:53,354 DEBUG   SenderThread:59241 [sender.py:send():379] send: exit
2023-08-14 10:36:53,355 INFO    SenderThread:59241 [sender.py:send_exit():584] handling exit code: 1
2023-08-14 10:36:53,355 INFO    SenderThread:59241 [sender.py:send_exit():586] handling runtime: 0
2023-08-14 10:36:53,355 INFO    SenderThread:59241 [sender.py:_save_file():1375] saving file wandb-summary.json with policy end
2023-08-14 10:36:53,355 INFO    SenderThread:59241 [sender.py:send_exit():592] send defer
2023-08-14 10:36:53,355 DEBUG   HandlerThread:59241 [handler.py:handle_request():144] handle_request: defer
