folder,avg_clip_score,avg_ocr_loss,iteration,clip_score,ocr_loss
13_قرش_01_seed_42_angels_loss_0.5,0.3675986245274544,0.266486207395792,80,0.3855569660663605,0.3027249872684479
13_قرش_01_seed_42_angels_loss_0.5,0.3675986245274544,0.266486207395792,100,0.3870243430137634,0.26479822397232056
13_قرش_01_seed_42_angels_loss_0.5,0.3675986245274544,0.266486207395792,120,0.39317235350608826,0.26041483879089355
13_قرش_01_seed_42_angels_loss_0.5,0.3675986245274544,0.266486207395792,140,0.38965287804603577,0.28802409768104553
13_قرش_01_seed_42_angels_loss_0.5,0.3675986245274544,0.266486207395792,160,0.39626559615135193,0.25183382630348206
13_قرش_01_seed_42_angels_loss_0.5,0.3675986245274544,0.266486207395792,180,0.3976038694381714,0.24583220481872559
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,0,0.18798457086086273,0.1868748664855957
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,20,0.27615928649902344,0.23177073895931244
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,40,0.33639654517173767,0.2764692008495331
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,60,0.35959145426750183,0.2795078456401825
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,80,0.380781352519989,0.23453377187252045
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,100,0.3712589740753174,0.29559385776519775
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,120,0.38983115553855896,0.27982181310653687
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,140,0.3897061347961426,0.25578781962394714
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,160,0.390384703874588,0.2558882236480713
08_يوغا_23_seed_42_angels_loss_0.5,0.3456630989909172,0.25363530218601227,180,0.37453681230545044,0.24010488390922546
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,0,0.19833211600780487,0.1418406367301941
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,20,0.3449636399745941,0.2127842903137207
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,40,0.3627646863460541,0.22348155081272125
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,60,0.3521852195262909,0.19818982481956482
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,80,0.3605620265007019,0.2175014615058899
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,100,0.3708357810974121,0.1813061386346817
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,120,0.3783581256866455,0.18177179992198944
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,140,0.377960741519928,0.1723233461380005
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,160,0.37515780329704285,0.18253710865974426
08_طيار_012_seed_42_angels_loss_0.5,0.35057914406061175,0.18853188902139664,180,0.38467130064964294,0.17358273267745972
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,0,0.20568637549877167,0.11343231052160263
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,20,0.37037286162376404,0.31232112646102905
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,40,0.40225949883461,0.31188860535621643
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,60,0.41183167695999146,0.3257458508014679
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,80,0.4214089512825012,0.32854223251342773
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,100,0.4149661660194397,0.31727463006973267
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,120,0.4372880160808563,0.3226960599422455
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,140,0.44336873292922974,0.3230597674846649
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,160,0.4513252377510071,0.3307129144668579
06_معرفة_1234_seed_42_angels_loss_0.5,0.39743443876504897,0.2985524021089077,180,0.4158368706703186,0.2998505234718323
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,0,0.20874066650867462,0.06502454727888107
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,20,0.3417332172393799,0.19136644899845123
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,40,0.3462405800819397,0.20795831084251404
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,60,0.36218714714050293,0.25474029779434204
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,80,0.36370226740837097,0.20958448946475983
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,100,0.3713409900665283,0.25366857647895813
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,120,0.36923548579216003,0.2584603428840637
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,140,0.36683619022369385,0.23479783535003662
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,160,0.371622771024704,0.23214024305343628
06_جري_1_seed_42_angels_loss_0.5,0.34741274267435074,0.21187351271510124,180,0.3724881112575531,0.21099403500556946
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,0,0.21427176892757416,0.1083851233124733
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,20,0.3160727918148041,0.23194941878318787
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,40,0.31323233246803284,0.20420177280902863
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,60,0.31691163778305054,0.21717604994773865
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,80,0.31525295972824097,0.24344399571418762
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,100,0.3215869069099426,0.2089192122220993
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,120,0.32676243782043457,0.22017501294612885
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,140,0.3309062123298645,0.19621461629867554
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,160,0.33635640144348145,0.1997184157371521
06_عطف_0_seed_42_angels_loss_0.5,0.3127118840813637,0.20217874720692636,180,0.33576539158821106,0.1916038542985916
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,0,0.19529293477535248,0.19530463218688965
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,20,0.3645716905593872,0.1995692104101181
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,40,0.36303287744522095,0.2189870923757553
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,60,0.3635156750679016,0.19717803597450256
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,80,0.3770580291748047,0.21218639612197876
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,100,0.37936705350875854,0.211377814412117
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,120,0.3818851411342621,0.21157337725162506
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,140,0.37748560309410095,0.20577330887317657
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,160,0.3850783407688141,0.210641548037529
06_ثعلب_012_seed_1_angels_loss_0.5,0.3567174419760704,0.20753028988838196,180,0.37988707423210144,0.21271148324012756
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,0,0.2538663148880005,0.12725284695625305
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,20,0.38045722246170044,0.24835962057113647
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,40,0.39721396565437317,0.26799869537353516
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,60,0.36647453904151917,0.20299793779850006
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,80,0.3748748302459717,0.190790593624115
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,100,0.37207236886024475,0.24656660854816437
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,120,0.3757613003253937,0.2309088110923767
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,140,0.3772132396697998,0.2274176925420761
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,160,0.388827383518219,0.24043422937393188
05_فلسطين_3_seed_42_angels_loss_0.5,0.3675521224737167,0.22232184261083604,180,0.3887600600719452,0.24049139022827148
ITERATION AVERAGES,,,,,
,0.20278615256150564,0.13907904488344988,0,,
,0.33059840897719067,0.23213027169307074,20,,
,0.3520178534090519,0.24059757962822914,40,,
,0.3605133841435115,0.23930195967356363,60,,
,0.3696000973383586,0.23533581445614496,80,,
,0.3717091307044029,0.2437077077726523,100,,
,0.37811677654584247,0.24260799338420233,120,,
,0.3776446059346199,0.23820631951093674,140,,
,0.38208193331956863,0.23563207685947418,160,,
,0.3779161497950554,0.22927126536766687,180,,
